Book Title,Authors
"International Workshop on EvidenceBased Technology Enhanced Learning
            
                Advances in Intelligent and Soft Computing",Pierpaolo Vitorini
"Multidisciplinary Information Retrieval
            
                Lecture Notes in Computer Science  Information Systems and",Michail Salampasis
"Research and Education in Robotics  EUROBOT 2011
            
                Communications in Computer and Information Science",David Obdrzalek
Perception And Machine Intelligence First Indojapanese Conference Permin 2012 Kolkata India January 1213 2011 Proceedings,Malay K. Kundu
Mega Man,Chad Thomas
Innovations In Swarm Intelligence,Lakhmi C. Jain
Agent And Multiagent Systems Technologies And Applications 6th Kes International Conference Kesamsta 2012 Dubrovnik Croatia June 2527 2012 Proceedings,Ngọc Thanh Nguyễn
"Logic Programming Knowledge Representation and Nonmonotonic Reasoning
            
                Lecture Notes in Artificial Intelligence",Marcello Balduccini
"Modeling and Simulation in Engineering Economics and Management
            
                Lecture Notes in Business Information Processing",Kurt J. Engemann
"Metaheuristics for Dynamic Optimization
            
                Studies in Computational Intelligence",Enrique Alba
"Software Engineering Research, Management and Applications",Janusz Kacprzyk
CONCUR 2010 - Concurrency Theory,Paul Gastin
Advancing artificial intelligence through biological process applications,Alejandro Pazos Sierra
Advances In Swarm Intelligence First International Conference Icsi 2010 Beijing China June 1215 2010 Proceedings,Ying Tan
Image Processing And Communications Challenges 4,Ryszard S. Chora
Artificial Intelligence in the 21st Century,Danny Kopec
"Fuzzy Engineering and Operations Research
            
                Advances in Intelligent and Soft Computing",Xiang-Jun Xie
"Agents and Data Mining Interaction
            
                Lecture Notes in Artificial Intelligence",Ana L. C. Bazzan
"Knowledge Representation for HealthCare
            
                Lecture Notes in Artificial Intelligence",Annette ten Teije
"Interactive Theorem Proving
            
                Lecture Notes in Computer Science  Theoretical Computer Sci",Lennart Beringer
"Advances in Artificial Intelligence
            
                Lecture Notes in Artificial Intelligence",Diana Inkpen
"Mobile and Ubiquitous Systems
            
                Lecture Notes of the Institute for Computer Sciences Social",Max Ott
"CaseBased Reasoning Research and Development
            
                Lecture Notes in Artificial Intelligence",Ashwin Ram
"Intelligent Virtual Agents
            
                Lecture Notes in Artificial Intelligence",Zsofia Ruttkay
"Tools and Applications with Artificial Intelligence
            
                Studies in Computational Intelligence",Constantinos Koutsojannis
"Advances in Intelligent Modelling and Simulation
            
                Studies in Computational Intelligence",Joanna Kolodziej
"Fundamentals of Digital Manufacturing Science
            
                Springer Series in Advanced Manufacturing",Zude Zhou
Contemporary Evolution Strategies,Thomas Back
"New Directions in Logic Language and Computation
            
                Lecture Notes in Computer Science  Theoretical Computer Sci",Marija Slavkovik
Pattern Recognition Machine Intelligence And Biometrics,Patrick S. P. Wang
"Journal on Data Semantics IX
            
                Lecture Notes in Computer Science",Paolo Atzeni
"Advances in New Technologies Interactive Interfaces and Communicability
            
                Lecture Notes in Computer Science  Information Systems and",Francisco V. Cipolla-Ficarra
Performance Evaluation and Benchmarking of Intelligent Systems,E. Tunstel
"Wireless Internet
            
                Lecture Notes of the Institute for Computer Sciences Social",Pinyi Ren
"Singularity Hypotheses
            
                Frontiers Collection Hardcover",James H. Moor
Advances In Cognitive Information Systems,Lidia Ogiela
Debate Dynamics How Controversy Improves Our Beliefs,Gregor Betz
"Signal Processing Image Processing and Pattern Recognition
            
                Communications in Computer and Information Science",Carlos Ramos
"Advanced Data Mining and Applications
            
                Lecture Notes in Computer Science  Lecture Notes in Artific",Irwin King
"Multidimensional Data Visualization
            
                Springer Optimization and Its Applications",Gintautas Dzemyda
"Consumer Depth Cameras for Computer Vision
            
                Advances in Computer Vision and Pattern Recognition",Andrea Fossati
Eye Gaze In Intelligent User Interfaces Gazebased Analyses Models And Applications,Yukiko Nakano
Fuzzy Hierarchical Model for Risk Assessment,Hing Kai
From Fault Classification To Fault Tolerance For Multiagent Systems,Katia Potiron
Unsupervised Process Monitoring And Fault Diagnosis With Machine Learning Methods,Chris Aldrich
Control Design and Analysis for Underactuated Robotic Systems,Xin Xin
"Evolve  A Bridge Between Probability Set Oriented Numerics and Evolutionary Computation II
            
                Advances in Intelligent Systems and Computing",Carlos A. Coello Coello
"Bayesian Networks and Influence Diagrams
            
                Information Science and Statistics",Uffe Kjaerulff
"Intelligent Technologies and Engineering Systems
            
                Lecture Notes in Electrical Engineering",Jengnan Juang
Semantic Webbased Intelligent Geospatial Web Services,Peng Yue
Genetic Programming Theory And Practice X,Rick Riolo
Trustbased Collective View Prediction,Tiejian Luo
Data Mining For Geoinformatics Methods And Applications,Guido Cervone
Digital Da Vinci Computers In Music,Newton Lee
AI 2003,
Transactions on Edutainment V,Zhigeng Pan
Automated reasoning with analytic tableaux and related methods,
"Correct Reasoning
            
                Lecture Notes in Computer Science  Theoretical Computer Sci",Erdem Eds
"Virtual and Networked Organizations Emergent Technologies and Tools
            
                Communications in Computer and Information Science",Goran D. Putnik
"Dependable Computer Systems
            
                Advances in Intelligent and Soft Computing",Janusz Kacprzyk
Knowledge Management And Communication In The Information Age,Rafiqul Islam
Alex  Ada Volume 2 Alex  ADA Tp,Sarah Vaughn
Methodologies And Technologies For Networked Enterprises Artdeco Adaptive Infrastructures For Decentralized Organizations,Giuseppe Anastasi
"Intelligent Systems and Technologies
            
                Studies in Computational Intelligence",Junzo Watada
"Advanced Artificial Intelligence
            
                Series on Intelligence Science",Zhongzhi Shi
"Supervised and Unsupervised Ensemble Methods and Their Applications
            
                Studies in Computational Intelligence",Giorgio Valentini
The Semantic Web Research And Applications,Elena Simperl
Data Integration In The Life Sciences 8th International Conference Dils 2012 College Park Md Usa June 2829 2012 Proceedings,Bastien Rance
"Information Systems Technology and Management
            
                Communications in Computer and Information Science",Sumeet Dua
Image Statistics and Computer Graphics,Tania Pouli
"Service Research Challenges and Solutions for the Future Internet
            
                Lecture Notes in Computer Science  Computer Communication N",M. Papazoglou
"Highlights on Practical Applications of Agents and MultiAgent Systems
            
                Advances in Intelligent and Soft Computing",Juan M. Corchado Rodr Guez
"7th International Conference on Knowledge Management in Organizations
            
                Advances in Intelligent and Soft Computing",Francisco Herrera
Control And Automation And Energy System Engineering International Conferences Ca And Ces 2011 Held As Part Of The Future Generation Information Technology Conference Fgit 2011 In Conjunction With Gdc 2011 Jeju Island Korea December 810 2011 Proceedings,Tai-hoon Kim
"Engineering General Intelligence
            
                Atlantis Thinking Machines",Ben Goertzel
Semantic Analysis Of Verbal Collocations With Lexical Functions,Alexander Gelbukh
Transactions On Computational Collective Intelligence,Ngoc-Thanh Nguyen
Fun With Algorithms 6th International Conference Fun 2012 Venice Italy June 46 2012 Proceedings,Evangelos Kranakis
Deontic Logic In Computer Science 10th International Conference Deon 2010 Fiesole Italy July 79 2010 Proceedings,Giovanni Sartor
Argumentation In Multiagent Systems 7th International Workshop Argmas 2010 Toronto On Canada May 10 2010 Revised Selected And Invited Papers,Simon Parsons
Advances In Intelligent Modelling And Simulation Simulation Tools And Applications,Aleksander Byrski
"Management Intelligent Systems
            
                Advances in Intelligent and Soft Computing",Jorge Casillas
"35 Years of Fuzzy Set Theory
            
                Studies in Fuzziness and Soft Computing",Chris Cornelis
"Natural Language Processing and Information Systems
            
                Lecture Notes in Computer Science",Helmut Horacek
"Analysis of Verbal and Nonverbal Communication and Enactmentthe Processing Issues
            
                Lecture Notes in Computer Science  Information Systems and",Alessandro Vinciarelli
"Photogrammetric Image Analysis
            
                Lecture Notes in Computer Science",Uwe Stilla
"Computational Collective Intelligence Semantic Web Social Networks and Multiagent Systems
            
                Lecture Notes in Artificial Intelligence",Ngọc Thanh Nguyễn
Raspberry Pi Projects For The Evil Genius,Donald Norris
Graph Structures For Knowledge Representation And Reasoning Second International Workshop Gkr 2011 Barcelona Spain July 16 2011 Revised Selected Papers,Madalina Croitoru
Computer And Computing Technologies In Agriculture V 5th Ifip Tc 5sig Conference Ccta 2011 Beijing China October 2931 2011 Proceedings,Daoliang Li
"Lectures on Logic and Computation
            
                Lecture Notes in Computer Science  Theoretical Computer Sci",Nick Bezhanishvili
"Information and Business Intelligence
            
                Communications in Computer and Information Science",Xilong Qu
Intelligent Trading Systems Applying Artificial Intelligence To Financial Markets,Ondrej Martinsky
Automated Configuration Problem Solving,Charles J. Petrie
Information Technology And Agricultural Engineering,Egui Zhu
Modern Advances In Intelligent Systems And Tools,Moonis Ali
Artificial Intelligence,Shangaranarayanee N P
3d Computer Vision Efficient Methods And Applications,Christian W. Hler
Computational Intelligence In Intelligent Data Analysis,Andreas N. Rnberger
Software Engineering Business Continuity And Education International Conferences Asea Drbc And El 2011 Held As Part Of The Future Generation Information Technology Conference Fgit 2011 In Conjunction With Gdc 2011 Jeju Island Korea December 810 2011,Hojjat Adeli
Conceptual Modeling Er 2007 26th International Conference On Conceptual Modeling Auckland New Zealand November 59 2007 Proceedings,Klaus-Dieter Schewe
Intelligent Computer Mathematics 10th International Conference Aisc 2010 17th Symposium Calculemus 2010 And 9th International Conference Mkm 2010 Paris France July 510 2010 Proceedings,Serge Autexier
